Well,SampleID,Mass/Charge,Height,Width
B06,18-344-401303,2279.641,117.8627,3.45400151515152
B06,18-344-401303,2469.562,3869.2002,3.74176060606061
B06,18-344-401303,2488.4408,103.6921,3.77036484848485
B06,18-344-401303,2509.5867,4439.231,3.80240409090909
B06,18-344-401303,2528.5626,98.3909,3.83115545454545
B06,18-344-401303,2549.6113,667.8153,3.86304742424242
B06,18-344-401303,2565.6106,1533.608,3.88728878787879
B06,18-344-401303,2581.6099,351.7268,3.91153015151515
B06,18-344-401303,2700.5057,103.1405,4.0916753030303
B06,18-344-401303,2742.4438,103.3227,4.15521787878788
B06,18-344-401303,2798.8666,146.3956,4.24070696969697
B06,18-344-401303,2838.2409,78.24,4.300365
B06,18-344-401303,2977.164,106.5667,4.51085454545455
B06,18-344-401303,2993.1206,109.8711,4.53503121212121
B06,18-344-401303,3007.0599,111.8179,4.55615136363636
B06,18-344-401303,3032.9064,198.8937,4.59531272727273
B06,18-344-401303,3087.9569,2738.8056,4.67872257575758
B06,18-344-401303,3126.659,94.0629,4.73736212121212
B06,18-344-401303,3168.0062,964.142,4.80000939393939
B06,18-344-401303,3184.0055,200.8594,4.82425075757576
B06,18-344-401303,3200.0048,2346.6924,4.84849212121212
B06,18-344-401303,3492.5794,200.7928,5.29178696969697
B06,18-344-401303,3724.1579,132.3371,5.64266348484848
B06,18-344-401303,3833.6485,168.7246,5.80855833333333
B06,18-344-401303,3913.2001,758.4784,5.92909106060606
B06,18-344-401303,4155.6354,2343.5953,6.29641727272727
B06,18-344-401303,4171.6347,897.4478,6.32065863636364
B06,18-344-401303,4187.634,261.7217,6.3449
B06,18-344-401303,4774.0303,587.3897,7.23337924242424
B06,18-344-401303,4790.0296,170.9808,7.25762060606061
B06,18-344-401303,4806.0289,1178.4266,7.28186196969697
B06,18-344-401303,4822.0282,777.9325,7.30610333333333
B06,18-344-401303,4939.3272,71.2975,7.48382909090909
B06,18-344-401303,4978.9038,154.7119,7.54379363636364
B06,18-344-401303,5018.6636,103.9669,7.60403575757576
B06,18-344-401303,5312.376,536.638,8.04905454545455
B06,18-344-401303,5328.3753,56.5858,8.07329590909091
B06,18-344-401303,5344.3746,149.6744,8.09753727272727
B06,18-344-401303,5360.3739,1794.6541,8.12177863636364
B06,18-344-401303,5557.5306,76.0436,8.42050090909091
B06,18-344-401303,5597.6103,102.8872,8.48122772727273
B06,18-344-401303,6665.8514,56.2733,10.0997748484848
B06,18-344-401303,6983.9549,338.3857,10.5817498484848
B06,18-344-401303,7245.0112,38.2969,10.9772896969697
B07,POS_20,1192.7476,0,1.80719333333333
B07,POS_20,1232.7723,0,1.86783681818182
B07,POS_20,1248.7716,53.8827,1.89207818181818
B07,POS_20,1310.7997,0,1.98606015151515
B07,POS_20,1312.8215,145.0537,1.98912348484848
B07,POS_20,1521.9574,149.6121,2.30599606060606
B07,POS_20,1537.9567,82.2389,2.33023742424242
B07,POS_20,1577.6948,233.4414,2.39044666666667
B07,POS_20,1602.0066,505.0051,2.42728272727273
B07,POS_20,1618.0059,403.0128,2.45152409090909
B07,POS_20,1835.5833,101.5564,2.78118681818182
B07,POS_20,1891.1918,1048.0622,2.86544212121212
B07,POS_20,1907.1911,963.6166,2.88968348484848
B07,POS_20,2280.2764,315.3535,3.45496424242424
B07,POS_20,2429.8947,209.2231,3.68165863636364
B07,POS_20,2469.3882,114.084,3.74149727272727
B07,POS_20,2509.5867,5231.3782,3.80240409090909
B07,POS_20,2529.361,185.385,3.83236515151515
B07,POS_20,2549.6113,2726.9565,3.86304742424242
B07,POS_20,2565.6106,846.548,3.88728878787879
B07,POS_20,2624.6742,117.7531,3.97677909090909
B07,POS_20,2695.7942,68.716,4.08453666666667
B07,POS_20,2740.4376,64.9071,4.15217818181818
B07,POS_20,2878.821,3511.9422,4.36185
B07,POS_20,2894.8203,56.1208,4.38609136363636
B07,POS_20,2910.8196,762.2754,4.41033272727273
B07,POS_20,3032.6536,205.1399,4.5949296969697
B07,POS_20,3069.0697,101.8921,4.65010560606061
B07,POS_20,3088.0271,154.3806,4.67882893939394
B07,POS_20,3168.1358,211.0449,4.80020575757576
B07,POS_20,3497.2159,3469.7371,5.29881196969697
B07,POS_20,3513.2152,1409.8228,5.32305333333333
B07,POS_20,3535.5344,228.297,5.3568703030303
B07,POS_20,3685.9788,79.4824,5.58481636363636
B07,POS_20,3823.0126,115.3205,5.79244333333333
B07,POS_20,3913.2001,2443.5182,5.92909106060606
B07,POS_20,4156.2593,165.2398,6.29736257575758
B07,POS_20,4259.028,99.4361,6.45307272727273
B07,POS_20,4400.9227,108.1778,6.6680646969697
B07,POS_20,4437.4397,140.1976,6.72339348484848
B07,POS_20,4775.7945,159.0759,7.23605227272727
B07,POS_20,5020.5755,152.448,7.60693257575758
B07,POS_20,5060.9482,150.3199,7.66810333333333
B07,POS_20,5101.0256,81.7747,7.72882666666667
B07,POS_20,5315.7987,156.7001,8.05424045454546
B07,POS_20,5391.3888,140.664,8.16877090909091
B07,POS_20,5430.9589,86.0167,8.22872560606061
B07,POS_20,6012.6673,92.6783,9.11010196969697
B07,POS_20,6050.2414,55.8224,9.16703242424242
B07,POS_20,6382.7568,77.5646,9.67084363636364
B07,POS_20,6428.4141,55.4902,9.74002136363636
B07,POS_20,7005.7797,95.647,10.6148177272727
B07,POS_20,7843.4027,56.2499,11.8839434848485
B08,18-337-402089,1192.7476,0,1.80719333333333
B08,18-337-402089,1232.7723,0,1.86783681818182
B08,18-337-402089,1248.7716,37.1991,1.89207818181818
B08,18-337-402089,1312.8215,282.3008,1.98912348484848
B08,18-337-402089,1521.9574,132.8765,2.30599606060606
B08,18-337-402089,1537.9567,394.8361,2.33023742424242
B08,18-337-402089,1602.0066,586.597,2.42728272727273
B08,18-337-402089,1618.0059,488.5991,2.45152409090909
B08,18-337-402089,1635.01,105.214,2.47728787878788
B08,18-337-402089,1836.2847,121.3117,2.78224954545455
B08,18-337-402089,1873.6953,148.5195,2.83893227272727
B08,18-337-402089,1891.1918,1439.8345,2.86544212121212
B08,18-337-402089,1907.1911,1300.8748,2.88968348484848
B08,18-337-402089,1970.2682,24.3346,2.98525484848485
B08,18-337-402089,2124.8032,135.7577,3.21939878787879
B08,18-337-402089,2142.0279,93.482,3.24549681818182
B08,18-337-402089,2201.5476,148.3272,3.33567818181818
B08,18-337-402089,2220.535,95.5064,3.36444696969697
B08,18-337-402089,2280.4935,326.1267,3.45529318181818
B08,18-337-402089,2414.0205,191.8437,3.65760681818182
B08,18-337-402089,2430.0947,184.4301,3.68196166666667
B08,18-337-402089,2469.4476,146.5011,3.74158727272727
B08,18-337-402089,2509.5867,6728.0702,3.80240409090909
B08,18-337-402089,2531.3418,277.4627,3.83536636363636
B08,18-337-402089,2549.6113,1122.7053,3.86304742424242
B08,18-337-402089,2565.6106,4729.9489,3.88728878787879
B08,18-337-402089,2584.4571,148.6187,3.91584409090909
B08,18-337-402089,2602.8781,124.0633,3.9437546969697
B08,18-337-402089,2699.1941,178.0033,4.08968803030303
B08,18-337-402089,2741.8723,113.4133,4.15435196969697
B08,18-337-402089,2878.821,1561.2385,4.36185
B08,18-337-402089,2894.8203,4197.5748,4.38609136363636
B08,18-337-402089,2910.8196,461.6352,4.41033272727273
B08,18-337-402089,2932.7617,154.3119,4.44357833333333
B08,18-337-402089,3032.2592,414.2377,4.59433212121212
B08,18-337-402089,3088.0807,388.1453,4.67891015151515
B08,18-337-402089,3202.804,134.6821,4.85273333333333
B08,18-337-402089,3417.7318,158.8743,5.17838151515152
B08,18-337-402089,3497.2159,1512.9525,5.29881196969697
B08,18-337-402089,3513.2152,5871.9629,5.32305333333333
B08,18-337-402089,3532.1513,194.1368,5.35174439393939
B08,18-337-402089,3551.3367,182.0572,5.38081318181818
B08,18-337-402089,3701.7943,183.1698,5.60877924242424
B08,18-337-402089,3842.8871,112.9912,5.82255621212121
B08,18-337-402089,3913.2001,2796.0314,5.92909106060606
B08,18-337-402089,4036.6655,146.0287,6.11615984848485
B08,18-337-402089,4156.5021,165.966,6.29773045454545
B08,18-337-402089,4260.2105,144.0434,6.45486439393939
B08,18-337-402089,4383.0371,93.9456,6.6409653030303
B08,18-337-402089,4401.6398,138.9063,6.66915121212121
B08,18-337-402089,4419.5348,70.6687,6.69626484848485
B08,18-337-402089,4438.178,190.8057,6.72451212121212
B08,18-337-402089,4457.8636,112.2837,6.75433878787879
B08,18-337-402089,4497.5549,78.0574,6.81447712121212
B08,18-337-402089,4777.1751,187.8223,7.23814409090909
B08,18-337-402089,5021.6166,190.8373,7.60851
B08,18-337-402089,5078.4794,197.5728,7.69466575757576
B08,18-337-402089,5117.2699,77.063,7.75343924242424
B08,18-337-402089,5134.7711,114.9258,7.77995621212121
B08,18-337-402089,5409.0765,238.7634,8.19557045454546
B08,18-337-402089,5465.647,133.2187,8.28128333333333
B08,18-337-402089,5797.3362,86.0893,8.78384272727273
B08,18-337-402089,6031.8576,151.0515,9.13917818181818
B08,18-337-402089,6088.3126,114.2104,9.22471606060606
B08,18-337-402089,6402.8919,70.7236,9.70135136363636
B08,18-337-402089,6419.4763,128.8273,9.72647924242424
B08,18-337-402089,7043.8479,148.5294,10.6724968181818
B09,18-340-400659,1192.7476,0,1.80719333333333
B09,18-340-400659,1232.7723,0,1.86783681818182
B09,18-340-400659,1248.7716,15.9624,1.89207818181818
B09,18-340-400659,1312.8215,428.5461,1.98912348484848
B09,18-340-400659,1521.9574,430.1477,2.30599606060606
B09,18-340-400659,1537.9567,55.7427,2.33023742424242
B09,18-340-400659,1570.5226,92.1947,2.3795796969697
B09,18-340-400659,1602.0066,573.0718,2.42728272727273
B09,18-340-400659,1618.0059,398.2555,2.45152409090909
B09,18-340-400659,1633.9207,122.0149,2.47563742424242
B09,18-340-400659,1834.9629,51.3973,2.78024681818182
B09,18-340-400659,1891.1918,926.8644,2.86544212121212
B09,18-340-400659,1907.1911,926.6285,2.88968348484848
B09,18-340-400659,2124.7971,93.7316,3.21938954545455
B09,18-340-400659,2280.2988,363.6568,3.45499818181818
B09,18-340-400659,2413.4323,118.762,3.65671560606061
B09,18-340-400659,2430.0995,142.6135,3.68196893939394
B09,18-340-400659,2469.2842,234.3228,3.7413396969697
B09,18-340-400659,2509.5867,3975.2726,3.80240409090909
B09,18-340-400659,2530.979,220.9707,3.83481666666667
B09,18-340-400659,2549.6113,3983.8899,3.86304742424242
B09,18-340-400659,2565.6106,313.1749,3.88728878787879
B09,18-340-400659,2878.821,5056.4067,4.36185
B09,18-340-400659,2894.8203,188.0622,4.38609136363636
B09,18-340-400659,2910.8196,9.8166,4.41033272727273
B09,18-340-400659,2916.9456,174.7453,4.41961454545455
B09,18-340-400659,3016.8802,181.6368,4.57103060606061
B09,18-340-400659,3032.6541,236.8571,4.59493045454546
B09,18-340-400659,3072.2457,217.3725,4.65491772727273
B09,18-340-400659,3087.8483,224.3516,4.67855803030303
B09,18-340-400659,3167.9339,287.534,4.79989984848485
B09,18-340-400659,3402.2359,213.8541,5.15490287878788
B09,18-340-400659,3497.2159,5586.3824,5.29881196969697
B09,18-340-400659,3513.2152,134.4698,5.32305333333333
B09,18-340-400659,3517.4384,184.6347,5.32945212121212
B09,18-340-400659,3535.9462,193.6074,5.35749424242424
B09,18-340-400659,3686.5864,150.1941,5.58573696969697
B09,18-340-400659,3825.3082,182.1229,5.79592151515152
B09,18-340-400659,3913.2001,1602.1852,5.92909106060606
B09,18-340-400659,3937.1189,144.4784,5.96533166666667
B09,18-340-400659,4022.2994,175.1533,6.09439303030303
B09,18-340-400659,4157.6347,265.9984,6.29944651515151
B09,18-340-400659,4440.0712,119.0291,6.72738060606061
B09,18-340-400659,4778.0991,181.7013,7.23954409090909
B09,18-340-400659,4811.5115,96.8822,7.29016893939394
B09,18-340-400659,5063.1427,107.8035,7.67142833333333
B09,18-340-400659,5319.456,158.0972,8.05978181818182
B09,18-340-400659,5367.0455,85.8599,8.13188712121212
B09,18-340-400659,5394.7274,117.4104,8.17382939393939
B09,18-340-400659,5435.1398,121.8162,8.2350603030303
B09,18-340-400659,5766.324,86.9465,8.73685454545454
B09,18-340-400659,6017.3656,85.1522,9.11722060606061
B09,18-340-400659,6057.7241,113.0343,9.17836984848485
B09,18-340-400659,6389.2716,132.1269,9.68071454545455
B09,18-340-400659,6861.3475,62.6875,10.3959810606061
B09,18-340-400659,7012.0969,120.8702,10.6243892424242
B10,18-288-148582,1101.495,0,1.66893181818182
B10,18-288-148582,1145.2241,0,1.73518803030303
B10,18-288-148582,1192.7476,0,1.80719333333333
B10,18-288-148582,1232.7723,0,1.86783681818182
B10,18-288-148582,1248.7716,29.9573,1.89207818181818
B10,18-288-148582,1312.8215,1685.9871,1.98912348484848
B10,18-288-148582,1458.8933,361.6345,2.21044439393939
B10,18-288-148582,1498.3146,320.461,2.27017363636364
B10,18-288-148582,1514.7909,755.2321,2.29513772727273
B10,18-288-148582,1521.9574,1327.4697,2.30599606060606
B10,18-288-148582,1537.9567,228.9,2.33023742424242
B10,18-288-148582,1554.3097,382.0194,2.3550146969697
B10,18-288-148582,1570.4338,1602.1234,2.37944515151515
B10,18-288-148582,1602.0066,1420.5485,2.42728272727273
B10,18-288-148582,1618.0059,1020.4247,2.45152409090909
B10,18-288-148582,1633.8006,336.7079,2.47545545454545
B10,18-288-148582,1836.1376,382.4604,2.78202666666667
B10,18-288-148582,1891.1918,1772.3781,2.86544212121212
B10,18-288-148582,1907.1911,1504.4173,2.88968348484848
B10,18-288-148582,2036.9045,298.2622,3.08621893939394
B10,18-288-148582,2044.72,161.9146,3.09806060606061
B10,18-288-148582,2077.2799,216.0951,3.14739378787879
B10,18-288-148582,2093.2063,660.176,3.1715246969697
B10,18-288-148582,2279.9608,366.1591,3.45448606060606
B10,18-288-148582,2413.9066,185.4457,3.65743424242424
B10,18-288-148582,2429.8403,289.0992,3.68157621212121
B10,18-288-148582,2469.5568,211.7665,3.74175272727273
B10,18-288-148582,2509.5867,4789.1981,3.80240409090909
B10,18-288-148582,2549.6113,3695.1395,3.86304742424242
B10,18-288-148582,2565.6106,244.5418,3.88728878787879
B10,18-288-148582,2615.0841,203.6506,3.96224863636364
B10,18-288-148582,2878.821,5105.4694,4.36185
B10,18-288-148582,2894.8203,486.6667,4.38609136363636
B10,18-288-148582,2910.8196,52.7277,4.41033272727273
B10,18-288-148582,2916.4732,254.7802,4.41889878787879
B10,18-288-148582,3015.8862,206.0252,4.56952454545455
B10,18-288-148582,3032.3538,240.0304,4.59447545454545
B10,18-288-148582,3069.9884,271.0915,4.65149757575758
B10,18-288-148582,3087.7674,264.628,4.67843545454546
B10,18-288-148582,3167.9946,294.6598,4.79999181818182
B10,18-288-148582,3401.7383,226.9459,5.15414893939394
B10,18-288-148582,3497.2159,5239.2011,5.29881196969697
B10,18-288-148582,3513.2152,308.918,5.32305333333333
B10,18-288-148582,3515.7893,270.778,5.32695348484848
B10,18-288-148582,3536.8616,283.6987,5.35888121212121
B10,18-288-148582,3685.7728,174.8493,5.58450424242424
B10,18-288-148582,3913.2001,1868.8463,5.92909106060606
B10,18-288-148582,4021.8274,185.3628,6.09367787878788
B10,18-288-148582,4157.0766,251.8184,6.29860090909091
B10,18-288-148582,4439.0428,200.097,6.72582242424242
B10,18-288-148582,4778.0452,233.1376,7.23946242424242
B10,18-288-148582,5318.877,247.4466,8.05890454545455
B10,18-288-148582,6058.2077,69.0759,9.17910257575758
B10,18-288-148582,6389.3042,116.2809,9.68076393939394
B10,18-288-148582,6860.8589,77.2587,10.3952407575758
B10,18-288-148582,7012.5394,128.0142,10.6250596969697
B11,18-339-145778,1192.7476,0,1.80719333333333
B11,18-339-145778,1232.7723,0,1.86783681818182
B11,18-339-145778,1248.7716,0,1.89207818181818
B11,18-339-145778,1253.137,71.3379,1.89869242424242
B11,18-339-145778,1281.1957,134.5543,1.94120560606061
B11,18-339-145778,1312.8215,288.7621,1.98912348484848
B11,18-339-145778,1513.3387,90.489,2.29293742424242
B11,18-339-145778,1521.9574,2.78,2.30599606060606
B11,18-339-145778,1537.9567,70.7697,2.33023742424242
B11,18-339-145778,1570.2698,179.3412,2.37919666666667
B11,18-339-145778,1602.0066,296.1226,2.42728272727273
B11,18-339-145778,1618.0059,222.4043,2.45152409090909
B11,18-339-145778,1891.1918,432.5636,2.86544212121212
B11,18-339-145778,1907.1911,451.0849,2.88968348484848
B11,18-339-145778,2093.4168,100.5079,3.17184363636364
B11,18-339-145778,2279.7445,225.0646,3.45415833333333
B11,18-339-145778,2509.5867,2357.6275,3.80240409090909
B11,18-339-145778,2549.6113,127.4816,3.86304742424242
B11,18-339-145778,2565.6106,2307.2854,3.88728878787879
B11,18-339-145778,2629.3731,2559.1606,3.98389863636364
B11,18-339-145778,2878.821,67.8053,4.36185
B11,18-339-145778,2894.8203,150.3506,4.38609136363636
B11,18-339-145778,2910.8196,0,4.41033272727273
B11,18-339-145778,2957.6479,126.3704,4.4812846969697
B11,18-339-145778,3032.2337,177.1978,4.59429348484849
B11,18-339-145778,3087.8993,245.0014,4.6786353030303
B11,18-339-145778,3151.9137,133.8581,4.77562681818182
B11,18-339-145778,3497.2159,107.8204,5.29881196969697
B11,18-339-145778,3513.2152,277.5179,5.32305333333333
B11,18-339-145778,3913.2001,1487.6269,5.92909106060606
B11,18-339-145778,3934.9762,140.0142,5.96208515151515
B11,18-339-145778,4155.0118,185.1565,6.29547242424242
B11,18-339-145778,4257.4112,70.7344,6.45062303030303
B11,18-339-145778,4435.8682,107.2052,6.72101242424242
B11,18-339-145778,4774.043,127.0551,7.23339848484848
B11,18-339-145778,5312.4065,68.346,8.04910075757576
B12,18-344-401303,1192.7476,0,1.80719333333333
B12,18-344-401303,1232.7723,0,1.86783681818182
B12,18-344-401303,1248.7716,386.1139,1.89207818181818
B12,18-344-401303,1312.8215,2178.3901,1.98912348484848
B12,18-344-401303,1392.6839,133.8091,2.11012712121212
B12,18-344-401303,1521.9574,1128.967,2.30599606060606
B12,18-344-401303,1537.9567,546.8172,2.33023742424242
B12,18-344-401303,1571,237.6046,2.38030303030303
B12,18-344-401303,1578.2375,277.6768,2.39126893939394
B12,18-344-401303,1602.0066,1979.0577,2.42728272727273
B12,18-344-401303,1618.0059,1766.5847,2.45152409090909
B12,18-344-401303,1634.3133,397.9143,2.47623227272727
B12,18-344-401303,1835.8684,321.1317,2.78161878787879
B12,18-344-401303,1872.2485,224.1634,2.83674015151515
B12,18-344-401303,1891.1918,3476.1993,2.86544212121212
B12,18-344-401303,1907.1911,2699.2225,2.88968348484848
B12,18-344-401303,1971.1392,187.475,2.98657454545455
B12,18-344-401303,2044.8777,160.4265,3.09829954545455
B12,18-344-401303,2093.5862,125.9748,3.1721003030303
B12,18-344-401303,2124.426,171.1414,3.21882727272727
B12,18-344-401303,2141.1343,203.6179,3.24414287878788
B12,18-344-401303,2200.7907,334.7822,3.33453136363636
B12,18-344-401303,2280.1907,506.9339,3.45483439393939
B12,18-344-401303,2413.7991,241.334,3.65727136363636
B12,18-344-401303,2429.5799,343.7337,3.68118166666667
B12,18-344-401303,2509.5867,9810.9554,3.80240409090909
B12,18-344-401303,2530.1616,433.7995,3.83357818181818
B12,18-344-401303,2549.6113,621.7523,3.86304742424242
B12,18-344-401303,2565.6106,7060.1503,3.88728878787879
B12,18-344-401303,2583.8262,349.4723,3.91488818181818
B12,18-344-401303,2603.5036,226.7623,3.94470242424242
B12,18-344-401303,2624.9436,218.9427,3.97718727272727
B12,18-344-401303,2698.6758,149.2377,4.08890272727273
B12,18-344-401303,2859.6759,164.029,4.33284227272727
B12,18-344-401303,2878.821,795.1741,4.36185
B12,18-344-401303,2894.8203,2260.9236,4.38609136363636
B12,18-344-401303,2910.8196,3494.6988,4.41033272727273
B12,18-344-401303,2930.4445,285.9864,4.44006742424242
B12,18-344-401303,3032.5017,403.8551,4.59469954545455
B12,18-344-401303,3088.1793,345.1176,4.67905954545455
B12,18-344-401303,3203.3904,210.6773,4.85362181818182
B12,18-344-401303,3434.0068,205.8595,5.20304060606061
B12,18-344-401303,3497.2159,564.3668,5.29881196969697
B12,18-344-401303,3513.2152,6881.1095,5.32305333333333
B12,18-344-401303,3530.4862,531.063,5.34922151515152
B12,18-344-401303,3552.1444,305.1961,5.38203696969697
B12,18-344-401303,3701.4752,171.0733,5.60829575757576
B12,18-344-401303,3822.27,168.731,5.79131818181818
B12,18-344-401303,3878.4291,126.2695,5.87640772727273
B12,18-344-401303,3913.2001,2743.9377,5.92909106060606
B12,18-344-401303,3933.1987,142.7442,5.95939196969697
B12,18-344-401303,4034.6713,126.2515,6.11313833333333
B12,18-344-401303,4401.9548,217.6856,6.66962848484849
B12,18-344-401303,4419.1888,109.9648,6.69574060606061
B12,18-344-401303,4437.9473,188.0767,6.72416257575758
B12,18-344-401303,4458.113,155.8693,6.75471666666667
B12,18-344-401303,5022.9846,299.8305,7.61058272727273
B12,18-344-401303,5079.0249,379.1578,7.69549227272727
B12,18-344-401303,5135.3875,197.0967,7.78089015151515
B12,18-344-401303,5409.094,174.4019,8.19559696969697
B12,18-344-401303,5425.6905,187.5231,8.22074318181818
B12,18-344-401303,5466.069,128.6419,8.28192272727273
B12,18-344-401303,5482.424,137.7486,8.30670303030303
B12,18-344-401303,6031.1507,243.2312,9.13810712121212
B12,18-344-401303,6087.4526,178.542,9.22341303030303
B12,18-344-401303,6418.555,104.4106,9.72508333333333
B12,18-344-401303,6435.1297,165.4675,9.75019651515152
B12,18-344-401303,7042.2499,332.4712,10.6700756060606
C01,NEG,1192.7476,0,1.80719333333333
C01,NEG,2280.1338,226.88,3.45474818181818
C01,NEG,2452.7347,160.2038,3.7162646969697
C01,NEG,2469.562,4839.5591,3.74176060606061
C01,NEG,2509.5867,6163.4533,3.80240409090909
C01,NEG,2549.6113,4962.6796,3.86304742424242
C01,NEG,2565.6106,276.7427,3.88728878787879
C01,NEG,2581.6099,0,3.91153015151515
C01,NEG,2936.5018,139.6458,4.44924515151515
C01,NEG,2976.3885,350.3785,4.50967954545455
C01,NEG,2992.9082,280.3107,4.53470939393939
C01,NEG,3016.6015,305.9113,4.57060833333333
C01,NEG,3032.6429,377.0667,4.59491348484848
C01,NEG,3056.0931,178.6427,4.63044409090909
C01,NEG,3072.9003,374.124,4.65590954545454
C01,NEG,3087.9569,3967.1792,4.67872257575758
C01,NEG,3168.0062,7014.6439,4.80000939393939
C01,NEG,3184.0055,232.836,4.82425075757576
C01,NEG,3200.0048,47.011,4.84849212121212
C01,NEG,3206.6294,280.5199,4.85852939393939
C01,NEG,3356.334,187.893,5.08535454545455
C01,NEG,3419.9924,197.9944,5.18180666666667
C01,NEG,3495.085,64.8734,5.29558333333333
C01,NEG,3610.6607,184.7974,5.47069803030303
C01,NEG,3634.544,154.5194,5.50688484848485
C01,NEG,3690.7917,260.9065,5.59210863636364
C01,NEG,3829.6299,73.3166,5.80246954545455
C01,NEG,3913.2001,1473.9187,5.92909106060606
C01,NEG,4155.6354,4503.3635,6.29641727272727
C01,NEG,4171.6347,216.9455,6.32065863636364
C01,NEG,4187.634,78.7996,6.3449
C01,NEG,4343.6362,126.2377,6.58126696969697
C01,NEG,4436.0405,138.5274,6.72127348484849
C01,NEG,4484.7275,150.9644,6.79504166666667
C01,NEG,4678.5773,164.0085,7.08875348484848
C01,NEG,4774.0303,4182.9793,7.23337924242424
C01,NEG,4790.0296,193.4452,7.25762060606061
C01,NEG,4793.3284,38.3124,7.26261878787879
C01,NEG,4806.0289,72.6615,7.28186196969697
C01,NEG,4811.9885,110.988,7.29089166666667
C01,NEG,4822.0282,34.9645,7.30610333333333
C01,NEG,4962.2341,141.7839,7.51853651515151
C01,NEG,4978.5224,125.1917,7.54321575757576
C01,NEG,5018.2328,154.3883,7.60338303030303
C01,NEG,5059.0301,152.9171,7.66519712121212
C01,NEG,5102.2178,117.9426,7.73063303030303
C01,NEG,5312.376,3961.0667,8.04905454545455
C01,NEG,5328.3753,191.7844,8.07329590909091
C01,NEG,5344.3746,51.9104,8.09753727272727
C01,NEG,5350.8144,88.1686,8.10729454545455
C01,NEG,5360.3739,47.4016,8.12177863636364
C01,NEG,5500.5999,104.186,8.33424227272727
C01,NEG,5636.8888,176.3822,8.54074060606061
C01,NEG,5676.6595,152.6837,8.60099924242424
C01,NEG,5717.2697,121.3938,8.66252984848485
C01,NEG,5836.2567,132.7843,8.84281318181818
C01,NEG,6256.045,85.1703,9.47885606060606
C01,NEG,6984.0358,390.4942,10.5818724242424
C01,NEG,7245.1289,77.6146,10.977468030303
C01,NEG,7325.6611,116.872,11.0994865151515
C02,18-338-402095,1192.7476,0,1.80719333333333
C02,18-338-402095,1210.781,0,1.83451666666667
C02,18-338-402095,1252.4962,91.9481,1.89772151515152
C02,18-338-402095,1569.4223,307.2299,2.37791257575758
C02,18-338-402095,2279.7709,151.8767,3.45419833333333
C02,18-338-402095,2469.562,1686.1155,3.74176060606061
C02,18-338-402095,2509.5867,2107.4024,3.80240409090909
C02,18-338-402095,2549.6113,225.5184,3.86304742424242
C02,18-338-402095,2565.6106,221.9506,3.88728878787879
C02,18-338-402095,2581.6099,809.02,3.91153015151515
C02,18-338-402095,2976.0108,87.7465,4.50910727272727
C02,18-338-402095,3032.5032,105.8447,4.59470181818182
C02,18-338-402095,3087.9569,1508.0719,4.67872257575758
C02,18-338-402095,3104.17,110.5715,4.70328787878788
C02,18-338-402095,3168.0062,285.8455,4.80000939393939
C02,18-338-402095,3184.0055,182.3255,4.82425075757576
C02,18-338-402095,3200.0048,1300.8928,4.84849212121212
C02,18-338-402095,3722.5034,112.0687,5.64015666666667
C02,18-338-402095,3913.2001,526.7407,5.92909106060606
C02,18-338-402095,4155.6354,243.5188,6.29641727272727
C02,18-338-402095,4171.6347,183.8218,6.32065863636364
C02,18-338-402095,4187.634,1059.3393,6.3449
C02,18-338-402095,4774.0303,284.2531,7.23337924242424
C02,18-338-402095,4790.0296,453.7734,7.25762060606061
C02,18-338-402095,4806.0289,193.2614,7.28186196969697
C02,18-338-402095,4822.0282,487.7337,7.30610333333333
C02,18-338-402095,5312.376,218.5117,8.04905454545455
C02,18-338-402095,5328.3753,18.5716,8.07329590909091
C02,18-338-402095,5344.3746,99.3772,8.09753727272727
C02,18-338-402095,5360.3739,882.6482,8.12177863636364
C02,18-338-402095,6843.7317,44.3528,10.3692904545455
C02,18-338-402095,6983.0961,135.2466,10.5804486363636
C03,18-339-402917,1192.7476,0,1.80719333333333
C03,18-339-402917,1230.577,0,1.86451060606061
C03,18-339-402917,1250.8558,250.6998,1.89523606060606
C03,18-339-402917,1632.7014,128.49,2.47379
C03,18-339-402917,1786.9513,118.5133,2.70750196969697
C03,18-339-402917,1855.4311,180.4914,2.81125924242424
C03,18-339-402917,2123.2247,175.4584,3.21700712121212
C03,18-339-402917,2279.9953,294.5263,3.45453833333333
C03,18-339-402917,2327.9022,105.1534,3.52712454545455
C03,18-339-402917,2469.562,8330.7502,3.74176060606061
C03,18-339-402917,2490.7495,259.3643,3.77386287878788
C03,18-339-402917,2509.5867,9524.0855,3.80240409090909
C03,18-339-402917,2549.6113,1009.1662,3.86304742424242
C03,18-339-402917,2565.6106,52.9325,3.88728878787879
C03,18-339-402917,2581.6099,3563.5782,3.91153015151515
C03,18-339-402917,2698.047,274.2687,4.08795
C03,18-339-402917,2976.4288,238.3829,4.50974060606061
C03,18-339-402917,3032.3459,246.4812,4.59446348484848
C03,18-339-402917,3087.9569,5440.0915,4.67872257575758
C03,18-339-402917,3168.0062,1247.609,4.80000939393939
C03,18-339-402917,3184.0055,377.2996,4.82425075757576
C03,18-339-402917,3200.0048,4451.8621,4.84849212121212
C03,18-339-402917,3491.7568,407.2818,5.29054060606061
C03,18-339-402917,3528.4642,198.288,5.34615787878788
